Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Altitude,Heading,Distance,Camera Height,Camera Angle,"D01
(1%)","D05
(5%)","D10
(10%)","D20
(20%)","D25
(25%)","D50
(50%)","D75
(75%","D80
(80%)","D90
(90%)","D95
(95%)","D99
(99%)",0.1 mm,0.147 mm,0.215 mm,0.316 mm,0.464 mm,0.681 mm,1 mm,1.47 mm,2.15 mm,3.16 mm,4.64 mm,6.81 mm,10 mm,14.7 mm,21.5 mm,31.6 mm,46.4 mm,68.1 mm,100 mm,147 mm,215 mm,316 mm,464 mm,681 mm,1000 mm,All In Spec,0.1 mm Sph,0.147 mm Sph,0.215 mm Sph,0.316 mm Sph,0.464 mm Sph,0.681 mm Sph,1 mm Sph,1.47 mm Sph,2.15 mm Sph,3.16 mm Sph,4.64 mm Sph,6.81 mm Sph,10 mm Sph,14.7 mm Sph,21.5 mm Sph,31.6 mm Sph,46.4 mm Sph,68.1 mm Sph,100 mm Sph,147 mm Sph,215 mm Sph,316 mm Sph,464 mm Sph,681 mm Sph,1000 mm Sph,Sphericity,CID 1,CID 2,Scale Factor,Scale Slope,Scale Intercept,Particles,Coverage,Edit Time,Profile Name,Threshold,Valley Threshold,Blur,Search Dark,Search Radius,Window Size,n,Xc,b,Xmax,X50,n Adj,Xc Adj,b Adj,Xmax Adj,X50 Adj,Height,Burden,Spacing,Diameter,Rock Factor,Accuracy,Strength,Density,Num Data Points,Blast  Name,
,,,,,,,,,,,,,(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,7,22,17,24,35,-,-,-,-,-,-,-,29.90,81.70,109.00,137.00,154.00,253.00,357.00,389.00,454.00,553.00,655.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.07%,0.18%,0.29%,0.47%,1.10%,2.35%,3.64%,6.83%,23.40%,38.60%,68.70%,91.50%,100.00%,100.00%,1,0,0,0,0,0,0,0,0,0,0.65,0.8,0.81,0.63,0.57,0.52,0.57,0.62,0.64,0.7,0.72,0.72,0.77,0.71,0,0,0.67,0,0,338.00,-,-,395,0.28,227,Profile 1,-60,-3,2,15,15,20,2.0825,297.00,2.78,571.00,253.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,280,
2021,7,26,17,32,3,-,-,-,-,-,-,-,88.20,208.00,291.00,424.00,482.00,723.00,978.00,1060.00,1260.00,1370.00,1450.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.06%,0.14%,0.33%,0.60%,1.23%,2.36%,5.31%,11.60%,23.10%,45.90%,77.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.87,0.74,0.59,0.68,0.56,0.58,0.57,0.63,0.67,0.58,0.65,0.45,0.65,0,0,125.00,-,-,254,0.21,210,Profile 1,-60,-3,2,15,15,20,2.0576,858.00,2.55,1470.00,723.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,281,
2021,7,23,18,19,54,-,-,-,-,-,-,-,52.30,111.00,161.00,325.00,440.00,804.00,1020.00,1090.00,1210.00,1280.00,1330.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.06%,0.15%,0.33%,0.77%,1.62%,3.85%,8.89%,14.10%,19.60%,26.00%,35.30%,73.20%,1,0,0,0,0,0,0,0,0,0,0,0,0.63,0.8,0.82,0.62,0.59,0.52,0.54,0.55,0.47,0.52,0.57,0.44,0.62,0.54,0.61,0,0,172.00,-,-,448,0.31,161,Profile 1,-60,-3,2,15,15,20,1.5966,916.00,1.68,1340.00,804.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,283,
2021,7,23,17,45,2,-,-,-,-,-,-,-,32.10,65.20,103.00,175.00,210.00,358.00,489.00,549.00,669.00,822.00,964.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.12%,0.20%,0.40%,0.95%,2.42%,5.40%,9.60%,16.10%,25.70%,40.80%,72.90%,91.00%,100.00%,1,0,0,0,0,0,0,0,0,0,0,0.69,0.87,0.69,0.58,0.61,0.56,0.64,0.59,0.59,0.57,0.69,0.61,0.73,1,0,0.66,0,0,277.00,-,-,745,0.47,305,Profile 1,-60,-3,2,15,15,20,1.8841,419.00,2.69,921.00,358.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,286,
2021,7,23,17,26,33,-,-,-,-,-,-,-,14.80,27.80,43.10,61.60,70.00,120.00,200.00,218.00,267.00,291.00,311.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.08%,0.26%,0.51%,0.98%,2.42%,6.57%,11.00%,23.90%,43.20%,59.20%,79.50%,100.00%,100.00%,100.00%,100.00%,1,0,0,0,0,0,0,0,0,0.66,0.8,0.83,0.65,0.57,0.57,0.58,0.62,0.64,0.69,0.67,0.67,0.63,0,0,0,0,0.66,0,0,540.00,-,-,705,0.3,254,Profile 1,-60,-3,2,15,15,20,1.7209,160.00,2.36,283.00,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,287,
2021,7,21,19,7,39,-,-,-,-,-,-,-,79.40,179.00,235.00,312.00,353.00,539.00,779.00,906.00,1150.00,1260.00,1360.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.11%,0.18%,0.44%,0.75%,1.47%,2.83%,7.42%,20.50%,38.80%,71.10%,83.70%,1,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0.81,0.51,0.56,0.54,0.56,0.53,0.55,0.75,0.65,0.63,0.73,0.63,0.65,0,0,146.00,-,-,306,0.24,210,Profile 1,-60,-3,2,15,15,20,2.2092,628.00,3.16,1380.00,539.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,288,
2021,7,23,17,31,20,-,-,-,-,-,-,-,36.20,77.10,113.00,182.00,216.00,309.00,448.00,496.00,640.00,776.00,955.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.06%,0.14%,0.26%,0.62%,1.85%,3.82%,8.00%,15.00%,24.70%,51.90%,77.80%,92.90%,100.00%,1,0,0,0,0,0,0,0,0,0,0,0.65,0.8,0.87,0.57,0.59,0.61,0.6,0.63,0.58,0.69,0.66,0.67,0.77,0.71,0,0.65,0,0,228.00,-,-,425,0.23,213,Profile 1,-60,-3,2,15,15,20,1.9709,380.00,2.69,707.00,309.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,290,
2021,7,23,17,39,49,-,-,-,-,-,-,-,38.60,110.00,160.00,212.00,237.00,361.00,499.00,551.00,653.00,781.00,956.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.18%,0.30%,0.62%,1.43%,2.61%,4.33%,7.44%,20.60%,40.60%,71.60%,92.70%,100.00%,1,0,0,0,0,0,0,0,0,0,0,0.66,0,0.83,0.69,0.63,0.52,0.58,0.57,0.66,0.64,0.65,0.59,0.75,0.21,0,0.67,0,0,217.00,-,-,365,0.21,258,Profile 1,-60,-3,2,15,15,20,2.1051,424.00,2.56,718.00,361.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,291,
2021,7,23,18,14,51,-,-,-,-,-,-,-,26.60,57.20,87.10,133.00,154.00,266.00,582.00,650.00,820.00,910.00,982.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.09%,0.18%,0.29%,0.54%,1.46%,3.48%,6.54%,12.30%,23.20%,40.80%,59.00%,66.40%,82.30%,100.00%,1,0,0,0,0,0,0,0,0,0,0.66,0.8,0.85,0.63,0.56,0.56,0.53,0.55,0.63,0.62,0.63,0.63,0.59,0.51,0.66,0,0.64,0,0,334.00,-,-,1012,0.59,285,Profile 1,-60,-3,2,15,15,20,1.4181,400.00,2.74,909.00,266.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,293,
2021,7,23,18,26,21,-,-,-,-,-,-,-,46.30,105.00,163.00,250.00,286.00,402.00,551.00,595.00,684.00,842.00,968.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.13%,0.22%,0.45%,1.00%,2.12%,4.63%,8.45%,15.20%,29.20%,65.00%,89.90%,100.00%,1,0,0,0,0,0,0,0,0,0,0,0,0.66,0.88,0.72,0.57,0.56,0.55,0.61,0.64,0.65,0.66,0.6,0.64,0.61,0,0.65,0,0,183.00,-,-,461,0.26,229,Profile 1,-60,-3,2,15,15,20,2.2248,457.00,2.77,832.00,402.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,294,
2021,7,26,17,20,0,-,-,-,-,-,-,-,30.90,61.30,89.00,166.00,204.00,328.00,503.00,566.00,705.00,852.00,970.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.10%,0.20%,0.40%,1.05%,2.78%,6.02%,12.10%,17.50%,26.40%,48.00%,71.90%,89.20%,100.00%,1,0,0,0,0,0,0,0,0,0,0,0.62,0.89,0.66,0.6,0.55,0.58,0.59,0.57,0.6,0.64,0.6,0.64,0.46,0.7,0,0.63,0,0,282.00,-,-,814,0.48,228,Profile 1,-60,-3,2,15,15,20,1.7496,410.00,2.31,743.00,328.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,295,
2021,7,26,17,9,5,-,-,-,-,-,-,-,71.90,172.00,255.00,421.00,502.00,889.00,1340.00,1430.00,1620.00,1710.00,1780.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.04%,0.08%,0.14%,0.38%,0.85%,2.11%,3.72%,7.23%,14.10%,22.40%,37.50%,56.70%,1,0,0,0,0,0,0,0,0,0,0,0,0.62,0.8,0.76,0.59,0.57,0.54,0.51,0.59,0.65,0.7,0.64,0.66,0.6,0.66,0.63,0,0,170.00,-,-,259,0.31,200,Profile 1,-60,-3,2,15,15,20,1.6908,1120.00,2.15,1800.00,889.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,296,
2021,7,23,17,20,25,-,-,-,-,-,-,-,16.90,32.10,43.50,66.10,78.70,156.00,255.00,277.00,332.00,398.00,451.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.04%,0.17%,0.33%,0.65%,1.73%,4.77%,11.20%,20.90%,33.20%,47.60%,65.90%,88.80%,100.00%,100.00%,100.00%,1,0,0,0,0,0,0,0,0,0.72,0,0.84,0.65,0.57,0.58,0.6,0.63,0.71,0.66,0.7,0.75,0.77,0.61,0,0,0,0.68,0,0,485.00,-,-,776,0.35,216,Profile 1,-60,-3,2,15,15,20,1.6547,205.00,2.15,363.00,156.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,297,
2021,7,26,17,25,42,-,-,-,-,-,-,-,63.30,164.00,240.00,339.00,380.00,576.00,893.00,990.00,1180.00,1270.00,1340.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.03%,0.12%,0.22%,0.36%,1.18%,2.13%,4.14%,7.68%,17.20%,35.20%,64.00%,80.50%,1,0,0,0,0,0,0,0,0,0,0,0,0.59,0.8,0.84,0.64,0.51,0.54,0.55,0.51,0.69,0.68,0.76,0.65,0.66,0.67,0.65,0,0,165.00,-,-,353,0.32,224,Profile 1,-60,-3,2,15,15,20,2.0733,675.00,2.77,1360.00,576.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,298,
2021,7,23,18,26,21,-,-,-,-,-,-,-,46.30,105.00,163.00,250.00,286.00,402.00,551.00,595.00,684.00,842.00,968.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.13%,0.22%,0.45%,1.00%,2.12%,4.63%,8.45%,15.20%,29.20%,65.00%,89.90%,100.00%,1,0,0,0,0,0,0,0,0,0,0,0,0.66,0.88,0.72,0.57,0.56,0.55,0.61,0.64,0.65,0.66,0.6,0.64,0.61,0,0.65,0,0,183.00,-,-,461,0.26,229,Profile 1,-60,-3,2,15,15,20,2.2248,457.00,2.77,832.00,402.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,299,
2021,7,21,18,3,20,-,-,-,-,-,-,-,136.00,216.00,260.00,363.00,424.00,659.00,901.00,950.00,1050.00,1090.00,1130.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.03%,0.08%,0.19%,0.41%,0.41%,1.19%,4.94%,16.20%,28.20%,52.50%,85.20%,1,0,0,0,0,0,0,0,0,0,0,0.67,0.94,0.85,0.55,0.53,0.52,0.35,0,0.83,0.73,0.75,0.61,0.79,0.78,0.4,0.7,0,0,266.00,-,-,98,0.4,204,Profile 1,-60,-3,2,15,15,20,2.2332,786.00,2.13,1140.00,659.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,300,
2021,7,20,19,13,52,-,-,-,-,-,-,-,50.20,95.70,138.00,203.00,233.00,429.00,644.00,694.00,920.00,1070.00,1280.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.05%,0.18%,0.36%,0.75%,2.18%,5.44%,11.10%,21.90%,39.20%,53.30%,79.40%,93.60%,1,0,0,0,0,0,0,0,0,0,0,0,0.65,0.8,0.84,0.58,0.59,0.57,0.62,0.57,0.58,0.55,0.6,0.57,0.51,0.51,0.63,0,0,168.00,-,-,983,0.5,180,Profile 1,-60,-3,2,15,15,20,1.7854,546.00,2.9,1330.00,429.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,301,
2021,7,21,18,3,20,-,-,-,-,-,-,-,136.00,216.00,260.00,363.00,424.00,659.00,901.00,950.00,1050.00,1090.00,1130.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.03%,0.08%,0.19%,0.41%,0.41%,1.19%,4.94%,16.20%,28.20%,52.50%,85.20%,1,0,0,0,0,0,0,0,0,0,0,0.67,0.94,0.85,0.55,0.53,0.52,0.35,0,0.83,0.73,0.75,0.61,0.79,0.78,0.4,0.7,0,0,266.00,-,-,98,0.4,204,Profile 1,-60,-3,2,15,15,20,2.2332,786.00,2.13,1140.00,659.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,302,
2021,7,20,18,42,47,-,-,-,-,-,-,-,110.00,155.00,178.00,220.00,233.00,299.00,413.00,440.00,540.00,610.00,667.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.03%,0.03%,0.03%,0.03%,0.06%,0.06%,0.43%,3.23%,18.20%,56.50%,84.70%,100.00%,100.00%,1,0,0,0,0,0,0,0,0,0,0.58,1,0.7,0.42,0,0,0.61,0,0.56,0.74,0.54,0.54,0.61,0.63,0,0,0.63,0,0,395.00,-,-,81,0.37,247,Profile 1,-60,-3,2,15,15,20,3.1129,351.00,3.53,564.00,299.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,303,
2021,7,26,17,32,3,-,-,-,-,-,-,-,88.20,208.00,291.00,424.00,482.00,723.00,978.00,1060.00,1260.00,1370.00,1450.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.06%,0.14%,0.33%,0.60%,1.23%,2.36%,5.31%,11.60%,23.10%,45.90%,77.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.87,0.74,0.59,0.68,0.56,0.58,0.57,0.63,0.67,0.58,0.65,0.45,0.65,0,0,125.00,-,-,254,0.21,210,Profile 1,-60,-3,2,15,15,20,2.0576,858.00,2.55,1470.00,723.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,304,
2021,7,26,17,32,3,-,-,-,-,-,-,-,88.20,208.00,291.00,424.00,482.00,723.00,978.00,1060.00,1260.00,1370.00,1450.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.06%,0.14%,0.33%,0.60%,1.23%,2.36%,5.31%,11.60%,23.10%,45.90%,77.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.87,0.74,0.59,0.68,0.56,0.58,0.57,0.63,0.67,0.58,0.65,0.45,0.65,0,0,125.00,-,-,254,0.21,210,Profile 1,-60,-3,2,15,15,20,2.0576,858.00,2.55,1470.00,723.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,305,
2021,7,20,18,49,1,-,-,-,-,-,-,-,50.20,95.70,138.00,203.00,233.00,429.00,644.00,694.00,920.00,1070.00,1280.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.05%,0.18%,0.36%,0.75%,2.18%,5.44%,11.10%,21.90%,39.20%,53.30%,79.40%,93.60%,1,0,0,0,0,0,0,0,0,0,0,0,0.65,0.8,0.84,0.58,0.59,0.57,0.62,0.57,0.58,0.55,0.6,0.57,0.51,0.51,0.63,0,0,168.00,-,-,983,0.5,179,Profile 1,-60,-3,2,15,15,20,1.7854,546.00,2.9,1330.00,429.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,307,
2021,7,27,17,33,25,-,-,-,-,-,-,-,122.00,183.00,241.00,371.00,430.00,657.00,1020.00,1040.00,1090.00,1110.00,1130.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.03%,0.04%,0.08%,0.15%,0.25%,0.58%,1.48%,8.18%,15.30%,27.80%,52.80%,70.80%,1,0,0,0,0,0,0,0,0,0,0,0.72,0.8,0.84,0.65,0.36,0.43,0.53,0.45,0.67,0.71,0.57,0.67,0.71,0.75,0.77,0.67,0,0,251.00,-,-,103,0.33,217,Profile 1,-60,-3,2,15,15,20,2.0765,866.00,1.91,1130.00,657.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,308,
2021,7,26,17,32,3,-,-,-,-,-,-,-,88.20,208.00,291.00,424.00,482.00,723.00,978.00,1060.00,1260.00,1370.00,1450.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.06%,0.14%,0.33%,0.60%,1.23%,2.36%,5.31%,11.60%,23.10%,45.90%,77.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.87,0.74,0.59,0.68,0.56,0.58,0.57,0.63,0.67,0.58,0.65,0.45,0.65,0,0,125.00,-,-,254,0.21,210,Profile 1,-60,-3,2,15,15,20,2.0576,858.00,2.55,1470.00,723.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,309,
2021,7,21,18,49,30,-,-,-,-,-,-,-,110.00,239.00,286.00,362.00,395.00,656.00,1030.00,1090.00,1190.00,1240.00,1280.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.05%,0.07%,0.16%,0.47%,0.91%,1.34%,2.50%,13.10%,35.30%,51.90%,71.70%,1,0,0,0,0,0,0,0,0,0,0,0,0.63,0.8,0.89,0.69,0.49,0.53,0.71,0.75,0.51,0.67,0.63,0.67,0.47,0.48,0.65,0,0,161.00,-,-,160,0.24,259,Profile 1,-60,-3,2,15,15,20,2.1053,863.00,2.21,1290.00,656.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,310,
2021,7,27,17,12,28,-,-,-,-,-,-,-,46.30,105.00,163.00,250.00,286.00,402.00,551.00,595.00,684.00,842.00,968.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.13%,0.22%,0.45%,1.00%,2.12%,4.63%,8.45%,15.20%,29.20%,65.00%,89.90%,100.00%,1,0,0,0,0,0,0,0,0,0,0,0,0.66,0.88,0.72,0.57,0.56,0.55,0.61,0.64,0.65,0.66,0.6,0.64,0.61,0,0.65,0,0,183.00,-,-,461,0.26,231,Profile 1,-60,-3,2,15,15,20,2.2248,457.00,2.77,832.00,402.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,312,
2021,7,21,18,36,41,-,-,-,-,-,-,-,55.40,142.00,193.00,269.00,304.00,421.00,564.00,596.00,660.00,761.00,952.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.04%,0.06%,0.11%,0.25%,0.61%,1.56%,2.65%,5.28%,12.20%,26.80%,59.40%,93.30%,100.00%,1,0,0,0,0,0,0,0,0,0,0,0.64,0.88,0.66,0.61,0.56,0.56,0.59,0.56,0.72,0.67,0.67,0.65,0.59,0.47,0,0.66,0,0,269.00,-,-,243,0.37,243,Profile 1,-60,-3,2,15,15,20,2.2291,488.00,2.49,730.00,421.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,313,
2021,7,27,17,2,41,-,-,-,-,-,-,-,12.40,22.90,33.50,53.50,63.10,117.00,175.00,189.00,226.00,271.00,307.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.14%,0.29%,0.58%,1.40%,4.32%,9.05%,16.30%,27.60%,41.20%,65.50%,88.80%,100.00%,100.00%,100.00%,100.00%,1,0,0,0,0,0,0,0,0.68,0,0.84,0.7,0.58,0.58,0.6,0.62,0.65,0.7,0.75,0.81,0.63,0.81,0,0,0,0,0.67,0,0,643.00,-,-,406,0.19,306,Profile 1,-60,-3,2,15,15,20,1.818,142.00,2.38,281.00,117.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,319,
2021,7,29,18,25,37,-,-,-,-,-,-,-,47.00,108.00,151.00,203.00,230.00,381.00,640.00,741.00,1060.00,1230.00,1370.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.05%,0.25%,0.41%,0.98%,1.85%,4.17%,9.29%,22.30%,40.80%,61.90%,78.00%,88.40%,1,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0.84,0.6,0.59,0.58,0.55,0.65,0.71,0.64,0.7,0.74,0.51,0.69,0.67,0,0,147.00,-,-,636,0.24,311,Profile 1,-60,-3,2,15,15,20,1.8418,481.00,3.4,1410.00,381.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,500,
2021,7,30,10,3,22,-,-,-,-,-,-,-,42.50,84.00,116.00,172.00,202.00,406.00,782.00,858.00,1010.00,1100.00,1170.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.11%,0.28%,0.51%,1.18%,3.13%,6.87%,15.90%,27.20%,41.00%,55.80%,68.30%,89.40%,1,0,0,0,0,0,0,0,0,0,0,0,0.63,0.8,0.82,0.63,0.53,0.55,0.56,0.66,0.67,0.63,0.62,0.63,0.64,0.42,0.65,0,0,170.00,-,-,665,0.25,341,Profile 1,-60,-3,2,15,15,20,1.4858,593.00,2.39,1190.00,406.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,501,
2021,7,29,17,15,25,-,-,-,-,-,-,-,57.90,159.00,207.00,323.00,344.00,446.00,1010.00,1070.00,1180.00,1230.00,1280.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.03%,0.10%,0.19%,0.28%,0.68%,1.28%,2.16%,3.80%,10.80%,18.20%,54.50%,74.20%,74.20%,1,0,0,0,0,0,0,0,0,0,0,0.64,0.8,0.82,0.6,0.45,0.58,0.57,0.52,0.54,0.68,0.6,0.6,0.73,0,0.68,0.65,0,0,235.00,-,-,182,0.23,202,Profile 1,-60,-3,2,15,15,20,2.0796,560.00,3.58,1290.00,446.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,502,
2021,7,29,17,7,17,-,-,-,-,-,-,-,31.60,69.80,103.00,164.00,195.00,403.00,603.00,638.00,769.00,884.00,977.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.11%,0.19%,0.39%,1.00%,2.44%,4.74%,9.54%,17.20%,28.30%,43.00%,55.00%,86.20%,100.00%,1,0,0,0,0,0,0,0,0,0,0.67,0,0.85,0.56,0.53,0.56,0.6,0.54,0.65,0.67,0.65,0.65,0.59,0.68,0.69,0,0.65,0,0,322.00,-,-,297,0.24,185,Profile 1,-60,-3,2,15,15,20,1.5835,521.00,1.64,699.00,403.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,503,
2021,7,29,18,28,15,-,-,-,-,-,-,-,47.00,108.00,151.00,203.00,230.00,381.00,640.00,741.00,1060.00,1230.00,1370.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.05%,0.25%,0.41%,0.98%,1.85%,4.17%,9.29%,22.30%,40.80%,61.90%,78.00%,88.40%,1,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0.84,0.6,0.59,0.58,0.55,0.65,0.71,0.64,0.7,0.74,0.51,0.69,0.67,0,0,147.00,-,-,636,0.24,312,Profile 1,-60,-3,2,15,15,20,1.8418,481.00,3.4,1410.00,381.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,504,
2021,8,1,16,53,54,-,-,-,-,-,-,-,62.80,123.00,166.00,233.00,267.00,438.00,846.00,1080.00,1360.00,1510.00,1620.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.19%,0.33%,0.57%,1.14%,2.85%,7.24%,17.30%,32.30%,53.70%,72.60%,77.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.89,0.7,0.55,0.61,0.56,0.62,0.66,0.66,0.68,0.7,0.59,0.74,0.68,0,0,121.00,-,-,899,0.32,902,Profile 1,-60,-3,2,15,15,20,1.8491,573.00,3.31,1650.00,438.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,505,
2021,7,29,17,50,50,-,-,-,-,-,-,-,61.80,136.00,220.00,344.00,400.00,713.00,1110.00,1280.00,1600.00,1770.00,1900.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.07%,0.13%,0.23%,0.55%,1.19%,2.89%,5.65%,9.59%,17.60%,30.60%,47.60%,71.60%,1,0,0,0,0,0,0,0,0,0,0,0,0.64,0.89,0.65,0.61,0.54,0.55,0.57,0.61,0.55,0.59,0.59,0.64,0.66,0.68,0.64,0,0,182.00,-,-,692,0.65,289,Profile 1,-60,-3,2,15,15,20,1.7012,889.00,2.69,1930.00,713.00,-,-,-,-,-,-,-,-,-,-,-,-,-,1,506,
